Date,Item Name,Category,Price (₹),Quantity Sold,Total Sales (₹)
30-06-2024,Cream Bun,Bread,20,27,540
30-06-2024,Nannari Sharbat,Beverage,25,7,175
30-06-2024,Sugiyan,Sweet,15,7,105
30-06-2024,Neyyappam,Sweet,20,25,500
30-06-2024,Black Forest Cake,Cake,500,27,13500
30-06-2024,Mixture,Snack,120,22,2640
30-06-2024,Jilebi,Sweet,50,28,1400
30-06-2024,Butter Biscuit,Biscuit,25,37,925
30-06-2024,Vettu Cake,Cake,15,14,210
30-06-2024,Milk Bun,Bread,18,37,666
30-06-2024,Choco Lava Cake,Cake,80,37,2960
30-06-2024,Fruit Cake,Cake,350,27,9450
30-06-2024,Lemon Juice,Beverage,30,7,210
30-06-2024,Badam Milk,Beverage,40,47,1880
30-06-2024,Ghee Cake,Cake,120,29,3480
30-06-2024,Mysore Pak,Sweet,180,29,5220
30-06-2024,Milk Bikis,Biscuit,25,15,375
30-06-2024,Marble Cake,Cake,90,32,2880
30-06-2024,Pineapple Juice,Beverage,35,26,910
01-07-2024,Parippu Vada,Snack,10,5,50
01-07-2024,Egg Puffs,Snack,20,39,780
01-07-2024,Butter Bun,Bread,15,37,555
01-07-2024,Plum Cake,Cake,150,43,6450
01-07-2024,Pazhampori (Banana Fry),Snack,12,35,420
01-07-2024,Uzhunnu Vada,Snack,12,11,132
01-07-2024,Ullivada,Snack,10,18,180
01-07-2024,Banana Chips,Snack,100,27,2700
01-07-2024,Tea Biscuit,Biscuit,30,32,960
01-07-2024,Chicken Puffs,Snack,25,36,900
01-07-2024,Ela Ada,Sweet,20,45,900
01-07-2024,Cream Bun,Bread,20,7,140
01-07-2024,Nannari Sharbat,Beverage,25,19,475
01-07-2024,Sugiyan,Sweet,15,38,570
01-07-2024,Neyyappam,Sweet,20,13,260
01-07-2024,Black Forest Cake,Cake,500,39,19500
01-07-2024,Mixture,Snack,120,10,1200
01-07-2024,Jilebi,Sweet,50,50,2500
01-07-2024,Butter Biscuit,Biscuit,25,30,750
01-07-2024,Vettu Cake,Cake,15,25,375
01-07-2024,Milk Bun,Bread,18,41,738
01-07-2024,Choco Lava Cake,Cake,80,44,3520
01-07-2024,Fruit Cake,Cake,350,49,17150
01-07-2024,Lemon Juice,Beverage,30,44,1320
01-07-2024,Badam Milk,Beverage,40,45,1800
01-07-2024,Ghee Cake,Cake,120,32,3840
01-07-2024,Mysore Pak,Sweet,180,12,2160
01-07-2024,Milk Bikis,Biscuit,25,19,475
01-07-2024,Marble Cake,Cake,90,48,4320
01-07-2024,Pineapple Juice,Beverage,35,42,1470
02-07-2024,Parippu Vada,Snack,10,19,190
02-07-2024,Egg Puffs,Snack,20,27,540
02-07-2024,Butter Bun,Bread,15,39,585
02-07-2024,Plum Cake,Cake,150,39,5850
02-07-2024,Pazhampori (Banana Fry),Snack,12,36,432
02-07-2024,Uzhunnu Vada,Snack,12,17,204
02-07-2024,Ullivada,Snack,10,36,360
02-07-2024,Banana Chips,Snack,100,47,4700
02-07-2024,Tea Biscuit,Biscuit,30,9,270
02-07-2024,Chicken Puffs,Snack,25,9,225
02-07-2024,Ela Ada,Sweet,20,25,500
02-07-2024,Cream Bun,Bread,20,13,260
02-07-2024,Nannari Sharbat,Beverage,25,48,1200
02-07-2024,Sugiyan,Sweet,15,35,525
02-07-2024,Neyyappam,Sweet,20,48,960
02-07-2024,Black Forest Cake,Cake,500,27,13500
02-07-2024,Mixture,Snack,120,20,2400
02-07-2024,Jilebi,Sweet,50,25,1250
02-07-2024,Butter Biscuit,Biscuit,25,15,375
02-07-2024,Vettu Cake,Cake,15,34,510
02-07-2024,Milk Bun,Bread,18,7,126
02-07-2024,Choco Lava Cake,Cake,80,24,1920
02-07-2024,Fruit Cake,Cake,350,8,2800
02-07-2024,Lemon Juice,Beverage,30,42,1260
02-07-2024,Badam Milk,Beverage,40,16,640
02-07-2024,Ghee Cake,Cake,120,7,840
02-07-2024,Mysore Pak,Sweet,180,33,5940
02-07-2024,Milk Bikis,Biscuit,25,44,1100
02-07-2024,Marble Cake,Cake,90,50,4500
02-07-2024,Pineapple Juice,Beverage,35,29,1015
03-07-2024,Parippu Vada,Snack,10,25,250
03-07-2024,Egg Puffs,Snack,20,10,200
03-07-2024,Butter Bun,Bread,15,46,690
03-07-2024,Plum Cake,Cake,150,11,1650
03-07-2024,Pazhampori (Banana Fry),Snack,12,33,396
03-07-2024,Uzhunnu Vada,Snack,12,33,396
03-07-2024,Ullivada,Snack,10,50,500
03-07-2024,Banana Chips,Snack,100,45,4500
03-07-2024,Tea Biscuit,Biscuit,30,33,990
03-07-2024,Chicken Puffs,Snack,25,24,600
03-07-2024,Ela Ada,Sweet,20,30,600
03-07-2024,Cream Bun,Bread,20,30,600
03-07-2024,Nannari Sharbat,Beverage,25,16,400
03-07-2024,Sugiyan,Sweet,15,19,285
03-07-2024,Neyyappam,Sweet,20,18,360
03-07-2024,Black Forest Cake,Cake,500,7,3500
03-07-2024,Mixture,Snack,120,25,3000
03-07-2024,Jilebi,Sweet,50,22,1100
03-07-2024,Butter Biscuit,Biscuit,25,35,875
03-07-2024,Vettu Cake,Cake,15,11,165
03-07-2024,Milk Bun,Bread,18,5,90
03-07-2024,Choco Lava Cake,Cake,80,44,3520
03-07-2024,Fruit Cake,Cake,350,19,6650
03-07-2024,Lemon Juice,Beverage,30,17,510
03-07-2024,Badam Milk,Beverage,40,17,680
03-07-2024,Ghee Cake,Cake,120,5,600
03-07-2024,Mysore Pak,Sweet,180,23,4140
03-07-2024,Milk Bikis,Biscuit,25,37,925
03-07-2024,Marble Cake,Cake,90,16,1440
03-07-2024,Pineapple Juice,Beverage,35,44,1540
04-07-2024,Parippu Vada,Snack,10,16,160
04-07-2024,Egg Puffs,Snack,20,32,640
04-07-2024,Butter Bun,Bread,15,16,240
04-07-2024,Plum Cake,Cake,150,32,4800
04-07-2024,Pazhampori (Banana Fry),Snack,12,50,600
04-07-2024,Uzhunnu Vada,Snack,12,11,132
04-07-2024,Ullivada,Snack,10,12,120
04-07-2024,Banana Chips,Snack,100,10,1000
04-07-2024,Tea Biscuit,Biscuit,30,42,1260
04-07-2024,Chicken Puffs,Snack,25,32,800
04-07-2024,Ela Ada,Sweet,20,50,1000
04-07-2024,Cream Bun,Bread,20,42,840
04-07-2024,Nannari Sharbat,Beverage,25,14,350
04-07-2024,Sugiyan,Sweet,15,38,570
04-07-2024,Neyyappam,Sweet,20,41,820
04-07-2024,Black Forest Cake,Cake,500,36,18000
04-07-2024,Mixture,Snack,120,12,1440
04-07-2024,Jilebi,Sweet,50,12,600
04-07-2024,Butter Biscuit,Biscuit,25,14,350
04-07-2024,Vettu Cake,Cake,15,27,405
04-07-2024,Milk Bun,Bread,18,21,378
04-07-2024,Choco Lava Cake,Cake,80,45,3600
04-07-2024,Fruit Cake,Cake,350,5,1750
04-07-2024,Lemon Juice,Beverage,30,44,1320
04-07-2024,Badam Milk,Beverage,40,5,200
04-07-2024,Ghee Cake,Cake,120,20,2400
04-07-2024,Mysore Pak,Sweet,180,7,1260
04-07-2024,Milk Bikis,Biscuit,25,27,675
04-07-2024,Marble Cake,Cake,90,36,3240
04-07-2024,Pineapple Juice,Beverage,35,29,1015
05-07-2024,Parippu Vada,Snack,10,29,290
05-07-2024,Egg Puffs,Snack,20,21,420
05-07-2024,Butter Bun,Bread,15,36,540
05-07-2024,Plum Cake,Cake,150,30,4500
05-07-2024,Pazhampori (Banana Fry),Snack,12,7,84
05-07-2024,Uzhunnu Vada,Snack,12,19,228
05-07-2024,Ullivada,Snack,10,14,140
05-07-2024,Banana Chips,Snack,100,27,2700
05-07-2024,Tea Biscuit,Biscuit,30,35,1050
05-07-2024,Chicken Puffs,Snack,25,36,900
05-07-2024,Ela Ada,Sweet,20,46,920
05-07-2024,Cream Bun,Bread,20,23,460
05-07-2024,Nannari Sharbat,Beverage,25,40,1000
05-07-2024,Sugiyan,Sweet,15,49,735
05-07-2024,Neyyappam,Sweet,20,29,580
05-07-2024,Black Forest Cake,Cake,500,14,7000
05-07-2024,Mixture,Snack,120,50,6000
05-07-2024,Jilebi,Sweet,50,27,1350
05-07-2024,Butter Biscuit,Biscuit,25,44,1100
05-07-2024,Vettu Cake,Cake,15,7,105
05-07-2024,Milk Bun,Bread,18,16,288
05-07-2024,Choco Lava Cake,Cake,80,23,1840
05-07-2024,Fruit Cake,Cake,350,22,7700
05-07-2024,Lemon Juice,Beverage,30,34,1020
05-07-2024,Badam Milk,Beverage,40,12,480
05-07-2024,Ghee Cake,Cake,120,36,4320
05-07-2024,Mysore Pak,Sweet,180,40,7200
05-07-2024,Milk Bikis,Biscuit,25,9,225
05-07-2024,Marble Cake,Cake,90,13,1170
05-07-2024,Pineapple Juice,Beverage,35,36,1260
06-07-2024,Parippu Vada,Snack,10,5,50
06-07-2024,Egg Puffs,Snack,20,33,660
06-07-2024,Butter Bun,Bread,15,30,450
06-07-2024,Plum Cake,Cake,150,32,4800
06-07-2024,Pazhampori (Banana Fry),Snack,12,48,576
06-07-2024,Uzhunnu Vada,Snack,12,26,312
06-07-2024,Ullivada,Snack,10,46,460
06-07-2024,Banana Chips,Snack,100,31,3100
06-07-2024,Tea Biscuit,Biscuit,30,41,1230
06-07-2024,Chicken Puffs,Snack,25,9,225
06-07-2024,Ela Ada,Sweet,20,38,760
06-07-2024,Cream Bun,Bread,20,49,980
06-07-2024,Nannari Sharbat,Beverage,25,33,825
06-07-2024,Sugiyan,Sweet,15,15,225
06-07-2024,Neyyappam,Sweet,20,41,820
06-07-2024,Black Forest Cake,Cake,500,17,8500
06-07-2024,Mixture,Snack,120,21,2520
06-07-2024,Jilebi,Sweet,50,43,2150
06-07-2024,Butter Biscuit,Biscuit,25,50,1250
06-07-2024,Vettu Cake,Cake,15,28,420
06-07-2024,Milk Bun,Bread,18,13,234
06-07-2024,Choco Lava Cake,Cake,80,40,3200
06-07-2024,Fruit Cake,Cake,350,45,15750
06-07-2024,Lemon Juice,Beverage,30,26,780
06-07-2024,Badam Milk,Beverage,40,16,640
06-07-2024,Ghee Cake,Cake,120,36,4320
06-07-2024,Mysore Pak,Sweet,180,42,7560
06-07-2024,Milk Bikis,Biscuit,25,38,950
06-07-2024,Marble Cake,Cake,90,34,3060
06-07-2024,Pineapple Juice,Beverage,35,14,490
07-07-2024,Parippu Vada,Snack,10,17,170
07-07-2024,Egg Puffs,Snack,20,47,940
07-07-2024,Butter Bun,Bread,15,19,285
07-07-2024,Plum Cake,Cake,150,31,4650
07-07-2024,Pazhampori (Banana Fry),Snack,12,41,492
07-07-2024,Uzhunnu Vada,Snack,12,38,456
07-07-2024,Ullivada,Snack,10,14,140
07-07-2024,Banana Chips,Snack,100,36,3600
07-07-2024,Tea Biscuit,Biscuit,30,17,510
07-07-2024,Chicken Puffs,Snack,25,43,1075
07-07-2024,Ela Ada,Sweet,20,8,160
07-07-2024,Cream Bun,Bread,20,32,640
07-07-2024,Nannari Sharbat,Beverage,25,12,300
07-07-2024,Sugiyan,Sweet,15,35,525
07-07-2024,Neyyappam,Sweet,20,43,860
07-07-2024,Black Forest Cake,Cake,500,15,7500
07-07-2024,Mixture,Snack,120,18,2160
07-07-2024,Jilebi,Sweet,50,16,800
07-07-2024,Butter Biscuit,Biscuit,25,30,750
07-07-2024,Vettu Cake,Cake,15,25,375
07-07-2024,Milk Bun,Bread,18,12,216
07-07-2024,Choco Lava Cake,Cake,80,32,2560
07-07-2024,Fruit Cake,Cake,350,36,12600
07-07-2024,Lemon Juice,Beverage,30,13,390
07-07-2024,Badam Milk,Beverage,40,46,1840
07-07-2024,Ghee Cake,Cake,120,39,4680
07-07-2024,Mysore Pak,Sweet,180,42,7560
07-07-2024,Milk Bikis,Biscuit,25,32,800
07-07-2024,Marble Cake,Cake,90,38,3420
07-07-2024,Pineapple Juice,Beverage,35,28,980
08-07-2024,Parippu Vada,Snack,10,36,360
08-07-2024,Egg Puffs,Snack,20,8,160
08-07-2024,Butter Bun,Bread,15,41,615
08-07-2024,Plum Cake,Cake,150,16,2400
08-07-2024,Pazhampori (Banana Fry),Snack,12,21,252
08-07-2024,Uzhunnu Vada,Snack,12,15,180
08-07-2024,Ullivada,Snack,10,21,210
08-07-2024,Banana Chips,Snack,100,37,3700
08-07-2024,Tea Biscuit,Biscuit,30,5,150
08-07-2024,Chicken Puffs,Snack,25,40,1000
08-07-2024,Ela Ada,Sweet,20,12,240
08-07-2024,Cream Bun,Bread,20,26,520
08-07-2024,Nannari Sharbat,Beverage,25,30,750
08-07-2024,Sugiyan,Sweet,15,27,405
08-07-2024,Neyyappam,Sweet,20,27,540
08-07-2024,Black Forest Cake,Cake,500,40,20000
08-07-2024,Mixture,Snack,120,46,5520
08-07-2024,Jilebi,Sweet,50,34,1700
08-07-2024,Butter Biscuit,Biscuit,25,18,450
08-07-2024,Vettu Cake,Cake,15,39,585
08-07-2024,Milk Bun,Bread,18,22,396
08-07-2024,Choco Lava Cake,Cake,80,20,1600
08-07-2024,Fruit Cake,Cake,350,8,2800
08-07-2024,Lemon Juice,Beverage,30,45,1350
08-07-2024,Badam Milk,Beverage,40,11,440
08-07-2024,Ghee Cake,Cake,120,43,5160
08-07-2024,Mysore Pak,Sweet,180,13,2340
08-07-2024,Milk Bikis,Biscuit,25,10,250
08-07-2024,Marble Cake,Cake,90,34,3060
08-07-2024,Pineapple Juice,Beverage,35,30,1050
09-07-2024,Parippu Vada,Snack,10,32,320
09-07-2024,Egg Puffs,Snack,20,26,520
09-07-2024,Butter Bun,Bread,15,37,555
09-07-2024,Plum Cake,Cake,150,11,1650
09-07-2024,Pazhampori (Banana Fry),Snack,12,18,216
09-07-2024,Uzhunnu Vada,Snack,12,16,192
09-07-2024,Ullivada,Snack,10,19,190
09-07-2024,Banana Chips,Snack,100,41,4100
09-07-2024,Tea Biscuit,Biscuit,30,33,990
09-07-2024,Chicken Puffs,Snack,25,48,1200
09-07-2024,Ela Ada,Sweet,20,11,220
09-07-2024,Cream Bun,Bread,20,15,300
09-07-2024,Nannari Sharbat,Beverage,25,21,525
09-07-2024,Sugiyan,Sweet,15,47,705
09-07-2024,Neyyappam,Sweet,20,35,700
09-07-2024,Black Forest Cake,Cake,500,28,14000
09-07-2024,Mixture,Snack,120,5,600
09-07-2024,Jilebi,Sweet,50,23,1150
09-07-2024,Butter Biscuit,Biscuit,25,16,400
09-07-2024,Vettu Cake,Cake,15,5,75
09-07-2024,Milk Bun,Bread,18,13,234
09-07-2024,Choco Lava Cake,Cake,80,24,1920
09-07-2024,Fruit Cake,Cake,350,12,4200
09-07-2024,Lemon Juice,Beverage,30,7,210
09-07-2024,Badam Milk,Beverage,40,38,1520
09-07-2024,Ghee Cake,Cake,120,10,1200
09-07-2024,Mysore Pak,Sweet,180,24,4320
09-07-2024,Milk Bikis,Biscuit,25,30,750
09-07-2024,Marble Cake,Cake,90,48,4320
09-07-2024,Pineapple Juice,Beverage,35,10,350
10-07-2024,Parippu Vada,Snack,10,26,260
10-07-2024,Egg Puffs,Snack,20,27,540
10-07-2024,Butter Bun,Bread,15,10,150
10-07-2024,Plum Cake,Cake,150,45,6750
10-07-2024,Pazhampori (Banana Fry),Snack,12,14,168
10-07-2024,Uzhunnu Vada,Snack,12,38,456
10-07-2024,Ullivada,Snack,10,27,270
10-07-2024,Banana Chips,Snack,100,7,700
10-07-2024,Tea Biscuit,Biscuit,30,40,1200
10-07-2024,Chicken Puffs,Snack,25,48,1200
10-07-2024,Ela Ada,Sweet,20,36,720
10-07-2024,Cream Bun,Bread,20,41,820
10-07-2024,Nannari Sharbat,Beverage,25,35,875
10-07-2024,Sugiyan,Sweet,15,42,630
10-07-2024,Neyyappam,Sweet,20,33,660
10-07-2024,Black Forest Cake,Cake,500,7,3500
10-07-2024,Mixture,Snack,120,48,5760
10-07-2024,Jilebi,Sweet,50,35,1750
10-07-2024,Butter Biscuit,Biscuit,25,21,525
10-07-2024,Vettu Cake,Cake,15,33,495
10-07-2024,Milk Bun,Bread,18,34,612
10-07-2024,Choco Lava Cake,Cake,80,15,1200
10-07-2024,Fruit Cake,Cake,350,13,4550
10-07-2024,Lemon Juice,Beverage,30,5,150
10-07-2024,Badam Milk,Beverage,40,15,600
10-07-2024,Ghee Cake,Cake,120,6,720
10-07-2024,Mysore Pak,Sweet,180,34,6120
10-07-2024,Milk Bikis,Biscuit,25,22,550
10-07-2024,Marble Cake,Cake,90,34,3060
10-07-2024,Pineapple Juice,Beverage,35,37,1295
11-07-2024,Parippu Vada,Snack,10,24,240
11-07-2024,Egg Puffs,Snack,20,45,900
11-07-2024,Butter Bun,Bread,15,34,510
11-07-2024,Plum Cake,Cake,150,46,6900
11-07-2024,Pazhampori (Banana Fry),Snack,12,47,564
11-07-2024,Uzhunnu Vada,Snack,12,16,192
11-07-2024,Ullivada,Snack,10,8,80
11-07-2024,Banana Chips,Snack,100,38,3800
11-07-2024,Tea Biscuit,Biscuit,30,9,270
11-07-2024,Chicken Puffs,Snack,25,5,125
11-07-2024,Ela Ada,Sweet,20,22,440
11-07-2024,Cream Bun,Bread,20,5,100
11-07-2024,Nannari Sharbat,Beverage,25,27,675
11-07-2024,Sugiyan,Sweet,15,33,495
11-07-2024,Neyyappam,Sweet,20,19,380
11-07-2024,Black Forest Cake,Cake,500,40,20000
11-07-2024,Mixture,Snack,120,21,2520
11-07-2024,Jilebi,Sweet,50,13,650
11-07-2024,Butter Biscuit,Biscuit,25,50,1250
11-07-2024,Vettu Cake,Cake,15,47,705
11-07-2024,Milk Bun,Bread,18,15,270
11-07-2024,Choco Lava Cake,Cake,80,32,2560
11-07-2024,Fruit Cake,Cake,350,28,9800
11-07-2024,Lemon Juice,Beverage,30,10,300
11-07-2024,Badam Milk,Beverage,40,41,1640
11-07-2024,Ghee Cake,Cake,120,25,3000
11-07-2024,Mysore Pak,Sweet,180,32,5760
11-07-2024,Milk Bikis,Biscuit,25,12,300
11-07-2024,Marble Cake,Cake,90,37,3330
11-07-2024,Pineapple Juice,Beverage,35,36,1260
12-07-2024,Parippu Vada,Snack,10,13,130
12-07-2024,Egg Puffs,Snack,20,39,780
12-07-2024,Butter Bun,Bread,15,24,360
12-07-2024,Plum Cake,Cake,150,20,3000
12-07-2024,Pazhampori (Banana Fry),Snack,12,24,288
12-07-2024,Uzhunnu Vada,Snack,12,31,372
12-07-2024,Ullivada,Snack,10,15,150
12-07-2024,Banana Chips,Snack,100,33,3300
12-07-2024,Tea Biscuit,Biscuit,30,20,600
12-07-2024,Chicken Puffs,Snack,25,42,1050
12-07-2024,Ela Ada,Sweet,20,5,100
12-07-2024,Cream Bun,Bread,20,17,340
12-07-2024,Nannari Sharbat,Beverage,25,50,1250
12-07-2024,Sugiyan,Sweet,15,26,390
12-07-2024,Neyyappam,Sweet,20,37,740
12-07-2024,Black Forest Cake,Cake,500,13,6500
12-07-2024,Mixture,Snack,120,10,1200
12-07-2024,Jilebi,Sweet,50,19,950
12-07-2024,Butter Biscuit,Biscuit,25,9,225
12-07-2024,Vettu Cake,Cake,15,44,660
12-07-2024,Milk Bun,Bread,18,41,738
12-07-2024,Choco Lava Cake,Cake,80,38,3040
12-07-2024,Fruit Cake,Cake,350,40,14000
12-07-2024,Lemon Juice,Beverage,30,17,510
12-07-2024,Badam Milk,Beverage,40,16,640
12-07-2024,Ghee Cake,Cake,120,23,2760
12-07-2024,Mysore Pak,Sweet,180,7,1260
12-07-2024,Milk Bikis,Biscuit,25,31,775
12-07-2024,Marble Cake,Cake,90,18,1620
12-07-2024,Pineapple Juice,Beverage,35,42,1470
13-07-2024,Parippu Vada,Snack,10,15,150
13-07-2024,Egg Puffs,Snack,20,43,860
13-07-2024,Butter Bun,Bread,15,37,555
13-07-2024,Plum Cake,Cake,150,34,5100
13-07-2024,Pazhampori (Banana Fry),Snack,12,27,324
13-07-2024,Uzhunnu Vada,Snack,12,16,192
13-07-2024,Ullivada,Snack,10,23,230
13-07-2024,Banana Chips,Snack,100,34,3400
13-07-2024,Tea Biscuit,Biscuit,30,5,150
13-07-2024,Chicken Puffs,Snack,25,17,425
13-07-2024,Ela Ada,Sweet,20,15,300
13-07-2024,Cream Bun,Bread,20,41,820
13-07-2024,Nannari Sharbat,Beverage,25,28,700
13-07-2024,Sugiyan,Sweet,15,8,120
13-07-2024,Neyyappam,Sweet,20,32,640
13-07-2024,Black Forest Cake,Cake,500,39,19500
13-07-2024,Mixture,Snack,120,35,4200
13-07-2024,Jilebi,Sweet,50,31,1550
13-07-2024,Butter Biscuit,Biscuit,25,39,975
13-07-2024,Vettu Cake,Cake,15,47,705
13-07-2024,Milk Bun,Bread,18,50,900
13-07-2024,Choco Lava Cake,Cake,80,46,3680
13-07-2024,Fruit Cake,Cake,350,32,11200
13-07-2024,Lemon Juice,Beverage,30,39,1170
13-07-2024,Badam Milk,Beverage,40,20,800
13-07-2024,Ghee Cake,Cake,120,9,1080
13-07-2024,Mysore Pak,Sweet,180,13,2340
13-07-2024,Milk Bikis,Biscuit,25,24,600
13-07-2024,Marble Cake,Cake,90,38,3420
13-07-2024,Pineapple Juice,Beverage,35,8,280
14-07-2024,Parippu Vada,Snack,10,38,380
14-07-2024,Egg Puffs,Snack,20,28,560
14-07-2024,Butter Bun,Bread,15,47,705
14-07-2024,Plum Cake,Cake,150,36,5400
14-07-2024,Pazhampori (Banana Fry),Snack,12,16,192
14-07-2024,Uzhunnu Vada,Snack,12,13,156
14-07-2024,Ullivada,Snack,10,11,110
14-07-2024,Banana Chips,Snack,100,19,1900
14-07-2024,Tea Biscuit,Biscuit,30,32,960
14-07-2024,Chicken Puffs,Snack,25,47,1175
14-07-2024,Ela Ada,Sweet,20,23,460
14-07-2024,Cream Bun,Bread,20,9,180
14-07-2024,Nannari Sharbat,Beverage,25,38,950
14-07-2024,Sugiyan,Sweet,15,7,105
14-07-2024,Neyyappam,Sweet,20,44,880
14-07-2024,Black Forest Cake,Cake,500,6,3000
14-07-2024,Mixture,Snack,120,25,3000
14-07-2024,Jilebi,Sweet,50,12,600
14-07-2024,Butter Biscuit,Biscuit,25,42,1050
14-07-2024,Vettu Cake,Cake,15,48,720
14-07-2024,Milk Bun,Bread,18,49,882
14-07-2024,Choco Lava Cake,Cake,80,10,800
14-07-2024,Fruit Cake,Cake,350,6,2100
14-07-2024,Lemon Juice,Beverage,30,27,810
14-07-2024,Badam Milk,Beverage,40,17,680
14-07-2024,Ghee Cake,Cake,120,40,4800
14-07-2024,Mysore Pak,Sweet,180,9,1620
14-07-2024,Milk Bikis,Biscuit,25,8,200
14-07-2024,Marble Cake,Cake,90,49,4410
14-07-2024,Pineapple Juice,Beverage,35,39,1365
15-07-2024,Parippu Vada,Snack,10,49,490
15-07-2024,Egg Puffs,Snack,20,49,980
15-07-2024,Butter Bun,Bread,15,27,405
15-07-2024,Plum Cake,Cake,150,26,3900
15-07-2024,Pazhampori (Banana Fry),Snack,12,36,432
15-07-2024,Uzhunnu Vada,Snack,12,48,576
15-07-2024,Ullivada,Snack,10,7,70
15-07-2024,Banana Chips,Snack,100,35,3500
15-07-2024,Tea Biscuit,Biscuit,30,41,1230
15-07-2024,Chicken Puffs,Snack,25,16,400
15-07-2024,Ela Ada,Sweet,20,15,300
15-07-2024,Cream Bun,Bread,20,40,800
15-07-2024,Nannari Sharbat,Beverage,25,14,350
15-07-2024,Sugiyan,Sweet,15,21,315
15-07-2024,Neyyappam,Sweet,20,46,920
15-07-2024,Black Forest Cake,Cake,500,30,15000
15-07-2024,Mixture,Snack,120,13,1560
15-07-2024,Jilebi,Sweet,50,25,1250
15-07-2024,Butter Biscuit,Biscuit,25,40,1000
15-07-2024,Vettu Cake,Cake,15,23,345
15-07-2024,Milk Bun,Bread,18,5,90
15-07-2024,Choco Lava Cake,Cake,80,17,1360
15-07-2024,Fruit Cake,Cake,350,39,13650
15-07-2024,Lemon Juice,Beverage,30,30,900
15-07-2024,Badam Milk,Beverage,40,9,360
15-07-2024,Ghee Cake,Cake,120,38,4560
15-07-2024,Mysore Pak,Sweet,180,32,5760
15-07-2024,Milk Bikis,Biscuit,25,10,250
15-07-2024,Marble Cake,Cake,90,24,2160
15-07-2024,Pineapple Juice,Beverage,35,32,1120
16-07-2024,Parippu Vada,Snack,10,44,440
16-07-2024,Egg Puffs,Snack,20,7,140
16-07-2024,Butter Bun,Bread,15,7,105
16-07-2024,Plum Cake,Cake,150,27,4050
16-07-2024,Pazhampori (Banana Fry),Snack,12,41,492
16-07-2024,Uzhunnu Vada,Snack,12,15,180
16-07-2024,Ullivada,Snack,10,7,70
16-07-2024,Banana Chips,Snack,100,46,4600
16-07-2024,Tea Biscuit,Biscuit,30,19,570
16-07-2024,Chicken Puffs,Snack,25,26,650
16-07-2024,Ela Ada,Sweet,20,50,1000
16-07-2024,Cream Bun,Bread,20,12,240
16-07-2024,Nannari Sharbat,Beverage,25,29,725
16-07-2024,Sugiyan,Sweet,15,24,360
16-07-2024,Neyyappam,Sweet,20,16,320
16-07-2024,Black Forest Cake,Cake,500,21,10500
16-07-2024,Mixture,Snack,120,40,4800
16-07-2024,Jilebi,Sweet,50,10,500
16-07-2024,Butter Biscuit,Biscuit,25,44,1100
16-07-2024,Vettu Cake,Cake,15,20,300
16-07-2024,Milk Bun,Bread,18,13,234
16-07-2024,Choco Lava Cake,Cake,80,42,3360
16-07-2024,Fruit Cake,Cake,350,34,11900
16-07-2024,Lemon Juice,Beverage,30,5,150
16-07-2024,Badam Milk,Beverage,40,35,1400
16-07-2024,Ghee Cake,Cake,120,38,4560
16-07-2024,Mysore Pak,Sweet,180,6,1080
16-07-2024,Milk Bikis,Biscuit,25,46,1150
16-07-2024,Marble Cake,Cake,90,22,1980
16-07-2024,Pineapple Juice,Beverage,35,44,1540
17-07-2024,Parippu Vada,Snack,10,13,130
17-07-2024,Egg Puffs,Snack,20,16,320
17-07-2024,Butter Bun,Bread,15,46,690
17-07-2024,Plum Cake,Cake,150,11,1650
17-07-2024,Pazhampori (Banana Fry),Snack,12,41,492
17-07-2024,Uzhunnu Vada,Snack,12,11,132
17-07-2024,Ullivada,Snack,10,49,490
17-07-2024,Banana Chips,Snack,100,46,4600
17-07-2024,Tea Biscuit,Biscuit,30,30,900
17-07-2024,Chicken Puffs,Snack,25,15,375
17-07-2024,Ela Ada,Sweet,20,42,840
17-07-2024,Cream Bun,Bread,20,46,920
17-07-2024,Nannari Sharbat,Beverage,25,49,1225
17-07-2024,Sugiyan,Sweet,15,44,660
17-07-2024,Neyyappam,Sweet,20,20,400
17-07-2024,Black Forest Cake,Cake,500,43,21500
17-07-2024,Mixture,Snack,120,41,4920
17-07-2024,Jilebi,Sweet,50,38,1900
17-07-2024,Butter Biscuit,Biscuit,25,49,1225
17-07-2024,Vettu Cake,Cake,15,11,165
17-07-2024,Milk Bun,Bread,18,9,162
17-07-2024,Choco Lava Cake,Cake,80,41,3280
17-07-2024,Fruit Cake,Cake,350,37,12950
17-07-2024,Lemon Juice,Beverage,30,40,1200
17-07-2024,Badam Milk,Beverage,40,49,1960
17-07-2024,Ghee Cake,Cake,120,31,3720
17-07-2024,Mysore Pak,Sweet,180,23,4140
17-07-2024,Milk Bikis,Biscuit,25,17,425
17-07-2024,Marble Cake,Cake,90,46,4140
17-07-2024,Pineapple Juice,Beverage,35,33,1155
18-07-2024,Parippu Vada,Snack,10,38,380
18-07-2024,Egg Puffs,Snack,20,30,600
18-07-2024,Butter Bun,Bread,15,29,435
18-07-2024,Plum Cake,Cake,150,27,4050
18-07-2024,Pazhampori (Banana Fry),Snack,12,14,168
18-07-2024,Uzhunnu Vada,Snack,12,11,132
18-07-2024,Ullivada,Snack,10,24,240
18-07-2024,Banana Chips,Snack,100,8,800
18-07-2024,Tea Biscuit,Biscuit,30,26,780
